col_name,Présent,Imparfait,Passé simple,Passé composé,Futur,Plus que parfait,date,canon,subgenre
2003_Millet-Richard_Ma-vie-parmi-les-ombres,8032,6118,427,1921,159,1129,2003,1,
1913_Barrès-Maurice_La-Colline-inspirée,4271,1710,1136,695,166,259,1913,1,
2013_Lemaitre-Pierre_Au-revoir-la-haut,7683,4865,2598,1305,134,1080,2013,0,3
1966_Delly_La-lampe-ardente,2643,1500,892,393,148,212,1966,0,8
1958_Kessel-Joseph_Le-lion,3240,1938,1223,500,73,406,1958,1,
1889_France-Anatole_Thais,3164,1418,841,503,136,152,1889,1,3
1976_Sarraute-Nathalie_disent-les-imbeciles,3905,173,4,507,51,23,1976,1,
1952_Delly_L'orpheline-de-Ti-Carrec,2194,1381,823,428,161,251,1952,0,8
1998_Daeninckx-Didier_La-Mort-en-Dedicace,1120,442,21,793,24,118,1998,1,2
1856_Nerval-Gerard-de_Le-Marquis-de-Fayolle,5303,1339,1116,848,253,289,1856,1,1
1971_Simenon-Georges_Maigret-et-l-homme-tout-seul,2802,1120,496,804,123,191,1971,1,2
1816_Bournon-Malarme-Charlotte-de_Lancelot-Montagu-ou-le-Resultat-des-bonnes-fortunes_Tome-2,2220,71,1505,299,154,18,1816,0,
1882_Sauniere-Paul_Le-Capitaine-Marius,7623,2472,3114,1488,326,802,1882,0,1
1960_San-Antonio_San-Antonio-renvoie-la-balle,3942,167,25,563,44,30,1960,0,9
1840_Poignant-Adolphe_Caen-en-1786-chronique-normande,1867,922,820,408,84,270,1840,0,3
1869_L-Epine-Ernest_Voyage-autour-du-grand-monde,6754,378,180,930,394,64,1869,0,
2014_Angot-Christine_La-Petite-Foule,6676,654,16,896,147,117,2014,1,fragments
1859_Feval-Paul_Le-Roi-des-gueux,8247,3077,3063,1365,345,531,1859,0,1
1882_Blandy-Stella_La-Benjamine,5870,2071,882,1175,259,488,1882,0,
1985_Carrere-Emmanuel_La-Moustache,1931,1661,1047,250,27,269,1985,1,
1860_Vie-Anduze-Henri_Dernier-amour-de-Cinq-Mars-roman-historique,3429,888,878,632,213,185,1860,0,3
2012_Enard-Mathias_Rue-des-voleurs,3544,3145,55,1871,57,400,2012,1,
1868_Gaboriau-Emile_Les-Esclaves-de-Paris_Tome-II,9378,4052,2922,1681,675,773,1868,0,2
1888_Guy-de-Maupassant_Le-Rosier-de-Mme-Husson,2397,813,616,314,68,125,1888,1,4
1972_Veuzit-Max-du_Mariage-dore,3912,1890,1605,751,231,348,1972,0,8
1871_Gaboriau-Emile_La-Degringolade_Tome-1,6002,2421,1542,1125,295,543,1871,0,2
1934_Leblanc-Maurice_Le-chapelet-rouge,3198,922,926,894,78,170,1934,0,2
1847_Sand-George_Simon,3260,1042,880,572,107,271,1847,1,
1956_San-Antonio_Ca-tourne-au-vinaigre,4121,372,61,635,47,99,1956,0,9
1877_Deslys-Charles_Le-blesse-de-Gravelotte,1038,464,368,150,51,67,1877,0,
1861_Segur-comtesse-de_Pauvre-Blaise,3840,694,1075,666,241,176,1861,0,6
1881_Fleuriot-Zenaide_Alberte,5054,801,1028,722,229,172,1881,0,6
1893_Allais-Alphonse_Le-parapluie-de-l-escouade,1715,400,311,236,44,60,1893,0,4
1984_Daeninckx-Didier_Le-der-des-ders,3315,1374,634,662,92,224,1984,1,2
1931_Saint-Exupery-Antoine-de_Vol-de-nuit,1088,700,304,146,43,64,1931,1,
1951_Simenon-Georges_Maigret-en-meuble,2658,1343,583,866,69,241,1951,1,2
2008_Nunez-Laurent_Les-recidivistes,6561,2624,593,952,186,509,2008,0,7
1872_Dumas-Alexandre_Le-docteur-mysterieux_I,3516,1748,1199,767,154,515,1872,1,1
1965_De-Villiers-Gerard_SAS-contre-CIA,3648,1258,1834,548,183,238,1965,0,2
1943_Bernanos-Georges_Monsieur-Ouine,6421,734,550,966,258,109,1943,1,
1994_Beigbeder-Frederic_Marc-Marronnier_Tome-2-Vacances-dans-le-coma,2992,68,12,389,126,12,1994,0,
1873_Rousset-Alexis_Derailles-et-declasses-Paris-et-la-province_Tome-1,4692,1189,1206,797,353,269,1873,0,
1890_Gourmont-Remy-de_Sixtine--roman-de-la-vie-cerebrale,5018,1191,914,603,214,169,1890,1,
1842_Balzac-Honore-de_Etude-de-femme,234,24,75,32,8,5,1842,1,5
1888_Stolz-Madame-de_Violence-et-bonte,2964,1361,599,432,194,237,1888,0,6
1957_San-Antonio_Les-anges-se-font-plumer,4213,135,10,411,103,23,1957,0,9
1859_Feval-Paul_La-Maison-de-Pilate,9597,3369,3424,1607,452,505,1859,0,1
1955_Delly_Pour-l'amour-d'Ourida,3787,1722,1315,664,392,425,1955,0,8
1887_Greville-Henry_Nikanor,0,0,0,0,0,0,1887,0,
1824_Mazier-du-Heaume-Hippolyte_Voyage-d-un-jeune-grec-a-Paris_Volume-2,857,155,113,170,43,54,1824,0,
1954_Reage-Pauline_Histoire-d-O,2754,2322,1185,445,117,420,1954,1,9
1877_Fleuriot-Zenaide_Un-enfant-gate,2496,621,771,311,152,109,1877,0,6
1842_Hugo-Victor_Le-Rhin_Tome-III,2051,407,156,491,14,61,1842,1,12
1893_Lemonnier-Camille_L-Homme-qui-tue-les-femmes,125,66,32,23,0,26,1893,0,2
1922_Margueritte-Victor_Poum_(aventures-d-un-petit-garçon),2844,361,246,246,103,60,1922,0,6
1924_Leroux-Gaston_La-poupee-sanglante,4569,1368,692,1040,159,338,1924,0,10
1933_Delly_La-lune-d'or,7296,3511,2702,1522,705,868,1933,0,1
1904_Loti-Pierre_Vers-Ispahan,4834,241,114,623,119,67,1904,1,11
1976_Ajar-Emile-Gary-Romain_Pseudo,3503,952,132,878,103,183,1976,1,7
1916_Zevaco-Michel_Don-Juan,8622,2073,2924,1440,497,411,1916,0,1
2001_Millet-Richard_La-voix-d-alto,3255,2462,58,865,58,577,2001,1,
2014_Bouraoui-Nina_Standard,3763,3667,12,563,29,674,2014,0,
1866_Feuillet-Octave_Monsieur-de-Camors,5196,1993,1825,772,153,510,1866,0,
1882_Daudet-Alphonse_L-evangeliste,2837,1903,638,398,79,191,1882,1,
1876_Aimard-Gustave_L-Olonnais,6401,1723,1944,1135,367,474,1876,0,1
1899_Ohnet-Georges_Au-fond-du-gouffre,7021,1960,1526,1557,523,500,1899,0,1
1885_Boisgobey-Fortune-du_La-voilette-bleue,6584,2382,1426,1742,509,493,1885,0,2
1990_Quignard-Pascal_La-raison,278,261,92,40,0,34,1990,1,3
1949_Simenon-Georges_Mon-ami-Maigret,3065,1505,329,763,104,270,1949,1,2
1910_Audoux-Marguerite_Marie-Claire,1715,2012,871,270,20,204,1910,0,7
1846_Dumas-Alexandre_La-Dame-de-Monsoreau,21189,4586,5483,3165,1080,1037,1846,1,1
1857_Dumas-Alexandre_Les-Compagnons-de-Jehu,12243,3695,4166,2309,646,1111,1857,1,1
1878_Gaboriau-Emile_Le-capitaine-Coutanceau,2974,1744,799,504,133,366,1878,0,1
1954_San-Antonio_Serenade-pour-une-souris-defunte,4425,178,13,579,83,27,1954,0,9
1903_Huysmans-Joris-Karl_L'Oblat,6867,2211,1291,1053,375,338,1903,1,5
1879_Ponson-du-Terrail-Pierre_Le-Serment-des-Hommes-Rouges-Aventures-d-un-enfant-de-Paris_tome-2,3502,1172,1025,626,221,341,1879,0,1
1916_Ardel-Henri_Le-chemin-qui-descend,3541,1455,683,499,90,282,1916,0,8
1892_Lesueur-Daniel_Passion-slave,3185,2031,1221,398,143,301,1892,0,
1861_Pommier-Armand_La-Benjamine,5578,1465,1118,782,405,259,1861,0,
1966_Vian-Boris_Trouble-dans-les-andains,808,480,567,89,24,64,1966,1,2
1861_About-Edmond_Le-nez-d-un-notaire,1585,451,522,220,71,85,1861,0,
2013_Rolin-Jean_Ormuz,1380,701,95,422,22,261,2013,1,
1960_Delly_Le-feu-sous-la-glace,2331,1387,835,421,137,271,1960,0,1
1950_Fourre-Maurice_La-Nuit-du-Rose-Hotel,3850,727,34,826,159,84,1950,0,
1968_Simenon-Georges_Maigret-a-Vichy,2470,1400,247,737,84,200,1968,1,2
1865_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Les-pieds-fourchus,2297,523,993,398,155,127,1865,0,1
1839_Stendhal_Le-coffre-et-le-revenant,479,146,224,82,34,34,1839,1,4
1894_Louÿs-Pierre_Les-chansons-de-Bilitis,1716,212,110,317,105,29,1894,1,
1956_Sagan-Françoise_Un-certain-sourire,2017,1076,332,210,42,138,1956,0,
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-I,7390,2688,3494,1011,409,514,1843,0,2
1904_Le-Rouge-Gustave_L-Esclave-amoureuse,1000,612,472,228,58,161,1904,0,1
1840_Eyma-Xavier_Le-Medaillon,1976,644,600,323,118,208,1840,0,4
1863_Farrenc-Cesarie_La-jalousie,537,234,129,75,50,24,1863,0,6
1845_Sue-Eugene_Le-juif-errant_tome-I,17426,4332,3886,3398,1020,848,1845,1,1
1967_San-Antonio_L-archipel-des-malotrus,5429,182,44,547,135,22,1967,0,9
1893_Adam-Paul_Le-conte-futur,369,78,62,39,11,6,1893,0,4
1909_Dhanys-Marcel_La-fille-de-Racine,25,7,5,5,0,4,1909,0,3
1855_Sand-George_Melchior,616,253,291,93,19,50,1855,1,4
1884_Guy-de-Maupassant_Clair-de-lune,1716,985,846,249,36,133,1884,1,4
1821_Arlincourt-Charles-Victor_Le-Solitaire,5116,103,547,1149,211,22,1821,0,3
2018_Mathieu-Nicolas_Leurs-enfants-apres-eux,6114,5845,2805,1111,100,1271,2018,0,
1982_Le-Clezio-Jean-Marie-Gustave_La-ronde-et-autres-faits-divers,5564,1279,20,1070,80,204,1982,1,4
1947_Laurent-Jacques_Caroline-Cherie-T.1,9543,4337,4221,2115,470,1235,1947,0,9
2016_Claudel-Philippe_L-arbre-du-pays-Toraja,2357,930,95,602,21,220,2016,0,
1928_Leroux-Gaston_Les-Mohicans-de-Babel,5774,1763,1477,1265,327,473,1928,0,2
1856_Feval-Paul_La-Louve_Tome-I,2905,1361,1250,479,136,246,1856,0,1
1925_Champsaur-Félicien_Dinah-Samuel,2470,1344,750,371,65,290,1925,0,
1950_Delly_Rue-des-trois-graces,2009,865,739,461,136,169,1950,0,8
1889_Tinseau-Leon-de_Ma-cousine-Pot-au-feu,1912,865,352,287,79,145,1889,0,
1926_Bazin-Rene_Baltus-le-Lorrain,3597,1636,944,700,183,330,1926,0,
1899_Erckmann-Chatrian_L-esquisse-mysterieuse,277,108,93,19,5,14,1899,0,10
1899_France-Anatole_L-anneau-d-amethyste,3471,1340,980,465,119,217,1899,1,5
1890_Pont-Jest-Rene-de_Le-Fleuve-des-perles,2613,1747,1095,763,131,519,1890,0,2
1842_Balzac-Honore-de_Madame-Firmiani,633,97,46,93,15,10,1842,1,5
1942_Veuzit-Max-du_Moineau-en-cage,4794,1739,1263,839,296,381,1942,0,8
1908_Dhanys-Marcel_Marcel-Dhanys-Le-Roman-du-grand-Conde,2604,386,176,1003,150,99,1908,0,6
1998_Constant-Paule_Confidence-pour-confidence,2285,2362,589,437,40,603,1998,0,
2002_Gavalda-Anna_Je-l-Aimais,2993,933,6,723,49,145,2002,0,
1833_Corbiere-Edouard_La-mer-et-les-marins-Scenes-maritimes,3415,693,373,595,106,185,1833,0,1
2002_Djian-Philippe_Ça-c-est-un-baiser,8064,3333,12,2860,95,511,2002,0,2
1941_Ayme-Marcel_Le-travelingue,4356,1944,1279,748,144,277,1941,1,
1876_Erckmann-Chatrian_Maitre-Gaspard-Fix-suivi-de-L-education-d-un-feodal,4193,1681,967,601,310,256,1876,0,4
1896_Loti-Pierre_La-Galilee,2422,151,145,342,46,41,1896,1,11
1879_Belot-Adolphe_Une-Joueuse,3397,1043,665,607,154,189,1879,0,
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien,11636,4823,4210,1925,352,781,1885,0,6
1882_Gouraud-Julie_Chez-grand-mere,2527,1027,885,370,211,181,1882,0,6
1913_Dombre-Roger_Un-tuteur-embarrasse,2478,707,532,463,137,104,1913,0,8
1887_Bloy-Leon_Le-Desespere,0,0,0,0,0,0,1887,1,
1959_San-Antonio_San-Antonio-met-le-paquet,4000,169,19,527,86,29,1959,0,9
1986_Quignard-Pascal_Le-salon-du-Wurtemberg,6972,3698,658,912,53,688,1986,1,
1947_Vian-Boris_Les-morts-ont-tous-la-meme-peau,2606,1101,537,493,53,96,1947,1,2
2012_Angot-Christine_Une-semaine-de-vacances,2601,98,3,259,73,24,2012,1,9
2008_Rolin-Olivier_La-Chambre-des-cartes,1565,173,82,227,14,32,2008,1,11
1874_Zola-Emile_La-conquete-de-Plassans,7380,3828,2645,1291,406,489,1874,1,5
1886_Bourget-Paul_Andre-Cornelis,0,0,0,0,0,0,1886,1,
1883_Montagne-Edouard_Le-Batard-de-Ravaillac,6365,2137,2566,892,431,488,1883,0,1
1880_Merouvel-Charles_La-Filleule-de-la-duchesse,4324,1371,1139,695,246,285,1880,0,
1985_Daeninckx-Didier_Metropolice,2318,827,1467,348,74,134,1985,1,2
1927_Gide-Andre_Les-Faux-monnayeurs,10173,2482,1158,1791,314,430,1927,1,
1878_Zola-Emile_Madeleine-Ferat,4093,4625,2026,907,155,660,1878,1,
1845_Balzac-Honore-de_Une-passion-dans-le-desert,168,112,179,35,7,28,1845,1,5
1900_Philippe-Charles-Louis_La-mere-et-l-enfant,3406,503,133,293,75,45,1900,0,
1952_Delly_Le-roseau-brise,1521,1103,684,273,81,143,1952,0,8
2016_Laurens-Camille_Celle-que-vous-croyez,3840,1127,10,1077,45,183,2016,0,
1865_Aimard-Gustave_Le-Montonero,4849,991,1286,806,295,288,1865,0,1
1865_Verne-Jules_De-la-Terre-a-la-Lune,2372,1024,987,365,242,131,1865,1,1
1894_France-Anatole_Le-Lys-rouge,5006,2443,1428,840,176,418,1894,1,
1934_Vercel-Roger_Capitaine-Conan,4674,1425,535,1069,204,266,1934,0,3
1884_Poitevin-B._Le-Pecheur-de-l-ile-de-La-Borde,7708,1766,1657,1181,380,409,1884,0,1
1895_de-Lano-Pierre_Carnet-d-une-femme,3298,249,153,503,182,43,1895,0,
1879_Navery-Raoul-de_La-Fille-du-roi-Dagobert,3511,1726,1578,444,208,179,1879,0,4
1878_Revillon-Tony_Noemi,3880,1218,919,688,270,212,1878,0,1
2011_Gaude-Laurent_Pour-seul-cortege,5030,322,60,793,302,56,2011,0,3
1861_Maricourt-Rene-Du-Mesnil_Un-coin-de-la-vieille-Picardie-ou-les-Arquebusiers-de-Senlis,1001,229,275,244,53,42,1861,0,3
1864_Sand-George_Le-marquis-de-Villemer,6922,1716,1240,1145,302,396,1864,1,12
1878_Zaccone-Pierre_La-Dame-d-Auteuil,1878,853,782,333,59,216,1878,0,
1868_Dumanoir-Paul_Les-Oubliettes-de-la-tour-François-Ier,2903,682,1364,265,119,79,1868,0,3
1948_Delly_La-rose-qui-tue,1993,1124,842,381,149,182,1948,0,8
1843_Pigault-Lebrun_Mon-oncle-Thomas,8030,2870,2514,932,412,617,1843,0,1
1986_Duras-Marguerite_Les-Yeux-Bleus-Cheveux-Noirs,3133,234,14,441,80,105,1986,1,
1884_Laurie-Andre_L-Heritier-de-Robinson,3651,1857,1116,702,189,456,1884,0,6
1990_Daeninckx-Didier_Le-facteur-fatal,2279,1054,1626,594,52,197,1990,1,2
1869_Gaboriau-Emile_Monsieur-Lecoq_II,9586,4804,3482,1861,596,1081,1869,0,2
1867_Privat-Esprit_Les-Idoles-du-jour,2917,369,205,849,175,125,1867,0,12
2008_Bauchau-Henry_Le-Boulevard-peripherique,6920,881,23,1592,182,105,2008,1,
1943_Simenon-Georges_Le-petit-Docteur,9708,3652,1381,2261,327,598,1943,1,2
1855_Reybaud-Louis_La-vie-de-l-employe,11377,5582,2269,1514,327,815,1855,0,
1925_Zevaco-Michel_Le-fils-de-Pardaillan_tome-2,7554,3291,3647,1449,451,770,1925,0,1
1856_Feval-Paul_La-Louve_Tome-II-Valentine-de-Rohan,3728,1611,1535,672,143,359,1856,0,1
1954_San-Antonio_J-ai-bien-l-honneur-de-vous-buter,4288,234,10,635,50,34,1954,0,9
1954_Simenon-Georges_Maigret-chez-le-ministre,2944,1077,533,957,113,213,1954,1,2
1897_Rodenbach-Georges_Le-Carillonneur,3034,2141,1612,454,46,496,1897,1,
1880_Feval-Paul_L-homme-sans-bras,2412,1363,1091,466,120,246,1880,0,10
1854_Dumas-Alexandre_Les-Mohicans-de-Paris_3,9044,2336,2263,1502,444,554,1854,1,1
1853_Sand-George_Les-maitres-sonneurs,9305,2700,1537,1611,411,504,1853,1,3
1816_Barthelemy-Hadot-Marie-Adelaide_La-Vierge-de-l-Indostan-ou-les-Portugais-au-Malabar_(Tome-1),1967,664,611,383,138,232,1816,0,3
1881_R-L._Un-amour-heureux,2450,1508,878,531,110,398,1881,0,
1843_Dumas-Alexandre_Gabriel-Lambert,3408,831,602,531,145,215,1843,1,
2004_Nothomb-Amelie_Biographie-de-la-faim,2162,1283,382,186,33,133,2004,1,7
1851_Dumas-Alexandre_Ange-Pitou,14061,3807,4158,2186,681,1001,1851,1,1
1922_Aragon-Louis_Les-aventures-de-Telemaque,1217,157,218,80,49,27,1922,1,
1879_Navery-Raoul-de_Les-Robinsons-de-Paris,5094,1805,1644,662,383,223,1879,0,
1854_Dumas-Alexandre_Catherine-Blum,4306,966,1145,798,183,254,1854,1,2
1846_Balzac-Honore-de_Autre-etude-de-femme,1208,235,160,187,64,42,1846,1,5
1864_Verne-Jules_Le-comte-de-Chanteleine-,1561,988,901,265,104,128,1864,1,3
1931_Simenon-Georges_Au-Rendez-vous-des-Terre-Neuvas,2404,1203,480,581,82,129,1931,1,2
1976_Robbe-Grillet-Alain_Topologie-d-une-cite-fantome,1912,98,26,300,11,25,1976,1,
1845_Karr-Alphonse_Voyage-autour-de-mon-jardin,8884,924,469,1394,362,197,1845,0,12
1990_Modiano-Patrick_Voyage-de-noces,1683,1155,145,746,55,336,1990,1,
1827_Vidocq-Eugene-François_Memoires-de-Vidocq_Tome-III,6735,1477,780,999,261,378,1827,0,7
1854_Feval-Paul_Les-Parvenus,5670,1860,2226,911,227,342,1854,0,1
1904_Noailles-Anna-de_Le-visage-emerveille,2365,316,19,478,47,20,1904,1,journal intime
1897_Bloy-Leon_La-Femme-pauvre,5490,1675,1042,1047,211,396,1897,0,
2004_Volodine-Antoine_Bardo-or-not-Bardo,4787,740,294,652,110,156,2004,1,
1888_Verne-Jules_Deux-ans-de-vacances,5255,3105,2397,1072,258,691,1888,1,1
1971_San-Antonio_Moi-vous-me-connaissez,6136,287,40,813,116,29,1971,0,9
1883_Greville-Henry_La-maison-de-Maureze,2808,1364,1558,452,167,339,1883,0,
1888_Mirbeau-Octave_L-Abbe-Jules,4345,2290,1217,526,156,271,1888,1,
1875_L-Epine-Ernest_a-coups-de-fusil,2639,380,283,456,135,71,1875,0,
1899_Colomb-Josephine_Chloris-et-Jeanneton,2892,2036,1364,631,145,387,1899,0,6
1955_San-Antonio_Le-fil-a-couper-le-beurre,4449,210,26,547,79,47,1955,0,9
1867_Gaboriau-Emile_Le-dossier-113,8879,3279,2597,1838,448,749,1867,0,2
1876_Theuriet-Andre_La-Fortune-d-Angele,3443,1927,1508,580,311,311,1876,0,
2000_Quignard-Pascal_Terrasse-a-Rome,1225,373,352,203,10,42,2000,1,3
1881_Racot-Adolphe_Le-Plan-d-Helene,5036,1155,2057,1010,218,330,1881,0,
1885_Guy-de-Maupassant_Bel-ami,5922,3098,2978,863,320,471,1885,1,
1835_Chaumier-Simeon_La-Taverniere-de-la-cite,3623,1265,1268,413,224,289,1835,0,3
1953_Robbe-Grillet-Alain_Les-Gommes,5970,628,21,1255,192,135,1953,1,2
2007_Bergounioux-Pierre_Les-forges-de-Syam,779,49,18,124,29,8,2007,1,
1861_Maquet-Charles_Les-orages-de-la-vie,3191,980,1284,522,173,235,1861,0,4
1930_Lallier-Joseph_Angeline-Guillou,2486,1039,960,419,140,248,1930,0,
1843_Balzac-Honore-de_Eugenie-Grandet,3968,1283,1129,466,251,234,1843,1,5
1903_Ohnet-Georges_Marchand-de-Poison--Les-Batailles-de-la-Vie,2501,750,522,404,144,196,1903,0,
1881_Malot-Hector_Seduction,6294,2549,1423,957,346,725,1881,0,
1985_Villard-Marc_Le-sentier-de-la-guerre,2045,668,395,470,42,120,1985,0,2
1994_Camus-Albert_Le-premier-homme,3163,3561,572,627,55,566,1994,1,7
1868_Gouraud-Julie_L-Enfant-du-guide,2378,945,705,327,154,127,1868,0,6
1932_Guilloux-Louis_Hymenee,2413,1352,694,430,82,330,1932,1,
1992_Bergounioux-Pierre_L-orphelin,3294,804,186,859,105,268,1992,1,
1952_Delly_La-porte-scellee,1426,1180,532,216,81,200,1952,0,8
1891_Graffigny-H-de-Le-Faure-Georges_Aventures-Extraordinaires-d-un-Savant-Russe_Tome-III-Les-Planetes-Geantes-et-les-Cometes,4336,1106,1520,615,246,289,1891,0,13
1858_Feuillet-Octave_Le-roman-d-un-jeune-homme-pauvre,3546,885,488,947,136,229,1858,0,
1922_Alanic-Mathilde_La-route-ardente,2388,950,769,322,108,93,1922,0,8
1847_Inconnu_La-bonne-mere,1796,669,598,346,102,131,1847,0,
1881_Feval-Paul_Roger-Bontemps,6688,2730,2277,1018,284,502,1881,0,
1933_Queneau-Raymond_Le-Chiendent,8614,1632,1196,1024,224,212,1933,1,
1883_Toudouze-Gustave_La-Baronne-moeurs-parisiennes,2667,1874,966,437,106,352,1883,0,
1859_Ponson-du-Terrail-Pierre_Les-Chevaliers-du-Clair-de-Lune,9551,2288,4071,1738,629,598,1859,0,1
1921_Leroux-Gaston_Fatalitas-,3327,1871,1266,702,107,542,1921,0,2
1898_Dondel-Du-Faouedic-Noemie_Voyages-loin-de-ma-chambre_tome-1,4166,389,288,768,74,57,1898,0,7
1910_Bazin-Rene_La-barriere,3865,1520,765,793,175,272,1910,0,
1876_Huysmans-Joris-Karl_Marthe-et-autres-nouvelles,3005,1472,999,378,69,226,1876,1,4
2006_Echenoz-Jean_Ravel,1981,45,7,234,38,14,2006,1,3
1911_Montesquiou-Fezensac-Robert-de_La-petite-mademoiselle,1667,1025,808,238,34,220,1911,0,
1828_Kock-Paul-de_Jean,10591,1350,265,1391,453,196,1828,0,
1877_Claudin-Gustave_Trois-Roses-dans-la-rue-Vivienne,2320,1002,593,436,98,223,1877,0,
1853_Champfleury_Les-aventures-de-mademoiselle-Mariette,5736,2461,1389,1029,229,394,1853,0,
1927_Gide-Andre_Voyage-au-Congo,4563,394,107,742,103,141,1927,1,journal intime
1957_Delly_Berengere-fille-de-roi,3490,1612,1220,679,332,357,1957,0,3
1860_Feval-Paul_Le-Chevalier-Tenebre,2190,744,770,343,87,128,1860,0,10
1921_Allais-Alphonse_a-l-oeil,2561,647,517,411,75,92,1921,0,4
1853_Sand-George_La-fauvette-du-docteur,92,7,4,12,0,3,1853,1,4
1955_Simenon-Georges_Maigret-tend-un-piege,2397,1020,519,591,92,249,1955,1,2
1889_Boisgobey-Fortune-du_Double-Blanc,6936,3371,1475,2222,423,716,1889,0,2
1957_Delly_Le-sphinx-d'emeraude,3617,1428,1140,632,299,263,1957,0,3
1951_Delly_Sous-l'œil-des-brahmes,5360,2387,1764,935,429,455,1951,0,8
1887_Belot-Adolphe_Alphonsine,0,0,0,0,0,0,1887,0,2
1857_Feval-Paul_Les-Errants-de-la-nuit,5940,2742,2580,985,317,486,1857,0,1
1845_Balzac-Honore-de_Les-Marana,1080,443,569,162,30,90,1845,1,5
1904_Lesueur-Daniel_Madame-de-Ferneuse,5019,2147,1765,855,235,477,1904,0,
1876_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris_(Tome-1),5996,1814,1345,1283,366,374,1876,0,
1842_Balzac-Honore-de_La-Bourse,459,256,306,78,19,50,1842,1,4
1906_Farrere-Claude_L-homme-qui-assassina,4883,343,189,640,149,49,1906,0,
1896_Schwob-Marcel_Vies-imaginaires,1108,836,1142,184,35,116,1896,1,4
1994_Chevillard-Eric_Prehistoire,2379,197,116,295,177,16,1994,1,
1883_Sirven-Alfred_La-Bigame-roman-contemporain,5822,1764,1311,1189,288,455,1883,0,
2011_Djian-Philippe_Vengeances,2764,1575,702,473,52,348,2011,0,
1952_Delly_Malereyne,1892,994,743,274,162,180,1952,0,3
1877_Daudet-Ernest_Les-Persecutees-Severine-Realti-la-baronne-Miroel,3469,1537,1010,887,220,339,1877,0,4
1935_Leblanc-Maurice_La-Cagliostro-se-venge,3242,1094,1140,791,135,205,1935,0,2
1983_Sagan-Françoise_Un-orage-immobile,2201,1166,415,327,46,208,1983,0,3
1866_Erckmann-Chatrian_Le-Blocus,4205,2281,702,636,237,229,1866,0,
1849_Dumas-Alexandre_Les-mille-et-un-fantomes,3759,1145,936,620,138,358,1849,1,10
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-I,6310,1891,1273,1195,287,333,1847,1,5
2014_Mathieu-Nicolas_Aux-animaux-la-guerre,6092,3890,2407,1036,136,963,2014,0,2
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-I,3355,1927,874,624,190,483,1899,0,1
1984_Delly_Des-plaintes-dans-la-nuit,4143,1590,1462,714,307,287,1984,0,8
1954_Delly_Un-amour-de-prince,3532,695,531,800,204,116,1954,0,8
1878_Houssaye-Arsene_Les-Trois-duchesses_Volume-2,3797,999,773,597,202,218,1878,0,5
1947_Simenon-Georges_La-pipe-de-Maigret,3040,1570,493,764,88,279,1947,1,2
1972_San-Antonio_Emballage-cadeau,5675,202,34,653,92,31,1972,0,9
1901_Ivoi-Paul-d-_Voyages-excentriques-Cigale-en-Chine,8245,2244,2369,1381,391,551,1901,0,
2004_Rufin-Jean-Christophe_Globalia,6382,3858,2507,1464,170,968,2004,0,13
1998_Gailly-Christian_La-Passion-de-Martin-Fissel-Brandt,1641,405,485,212,32,74,1998,0,
2008_Riboulet-Mathieu_L-Amant-Des-Morts,956,625,296,162,22,272,2008,0,
1905_Renard-Maurice_Fantomes-et-Fantoches,928,750,369,140,24,108,1905,0,4
2007_Adam-Olivier_A-l-abri-de-rien,2311,1938,7,2079,26,231,2007,0,
1833_Sand-George_Lavinia,984,226,205,129,30,47,1833,1,
2011_Lemaitre-Pierre_Alex,10556,665,19,2094,175,68,2011,0,2
1884_Gouraud-Julie_Le-Vieux-chateau,1822,807,600,250,114,171,1884,0,6
1889_Verne-Jules_Au-XXIXe-siecle-ou-la-journee-d-un-journaliste-americain,329,59,57,47,15,7,1889,1,13
1910_Leblanc-Maurice_813,7769,2083,2685,1303,409,365,1910,0,2
1899_Allais-Alphonse_L-affaire-Blaireau,2588,319,319,311,179,46,1899,0,3
1926_Montherlant-Henry-de_Les-bestiaires,3971,2508,1256,638,162,413,1926,1,
1921_Morand-Paul_Tendres-stocks,1752,315,105,179,41,36,1921,1,4
1860_Sauquet-Aricie-Courbatere-Mme_Les-Veillees-du-pensionnat,3356,1368,1176,609,188,420,1860,0,6
1901_Soboleska-Mme_Les-Bonnes-idees-de-Mlle-Rose_Les-Enfants-au-ballon-elastique,1437,358,344,207,79,83,1901,0,6
1896_Aicard-Jean_Notre-Dame-d-Amour,2660,1244,699,413,117,247,1896,0,8
1876_Escoffier-Henri_Les-femmes-fatales,4233,1815,1551,922,159,512,1876,0,
1980_A.D.G._Pour-venger-Pepere,2895,1072,416,432,50,259,1980,0,2
1882_Delpit-Albert_La-Marquise,4153,2884,1175,637,137,202,1882,0,
2013_Ferney-Alice_Cherchez-La-Femme,10806,8822,2011,1698,194,1372,2013,0,
1984_Duras-Marguerite_L-Amant,2711,549,4,534,106,91,1984,1,7
1894_Arene-Paul_Domnine,1146,972,443,146,40,103,1894,0,
